geo_unit,Solo Adult,Adult Couple,Adult multi-house,Adult with Children,Couple with Children,Adults with Children
TEMP015390,19,9,4,9,19,2
TEMP015391,15,8,8,11,15,2
TEMP015392,7,13,5,7,20,4
TEMP015393,9,13,5,9,18,3
TEMP015394,15,10,5,7,16,3
TEMP015395,14,12,4,11,20,0
TEMP015396,16,11,8,7,18,1
TEMP015397,14,17,1,9,15,5
TEMP015398,12,14,4,7,19,1
TEMP015399,10,18,2,7,19,3
TEMP015400,14,12,6,4,23,0
TEMP015401,11,7,6,12,15,3
TEMP015402,16,15,3,8,18,2
TEMP015403,13,15,4,5,20,2
TEMP015404,21,13,3,11,15,3
TEMP015405,15,11,5,11,18,2
TEMP015406,14,16,3,3,23,3
TEMP015407,16,19,2,5,17,6
TEMP015408,22,10,4,9,16,2
TEMP015409,20,18,3,6,20,0
TEMP015410,12,12,7,10,17,3
TEMP015411,17,15,3,7,16,4
TEMP015412,19,12,5,5,22,2
TEMP015413,26,12,4,11,13,2
TEMP015414,17,11,6,11,15,1
TEMP015415,18,20,3,13,16,1
TEMP015416,11,10,7,3,21,2
TEMP015417,12,19,4,13,15,1
TEMP015418,22,15,3,10,17,3
TEMP015419,11,11,9,6,19,4
TEMP015420,11,19,2,5,20,3
TEMP015421,16,13,4,8,17,2
TEMP015422,13,13,7,5,22,1
TEMP015423,18,17,4,12,17,1
TEMP015424,15,17,1,4,18,4
TEMP015425,12,13,5,14,15,2
TEMP015426,11,9,5,2,24,2
TEMP015427,23,13,5,6,21,1
TEMP015428,17,11,4,9,17,2
TEMP015429,16,10,4,4,23,1
TEMP015430,19,13,4,11,18,1
TEMP015431,13,17,2,13,12,4
TEMP015432,20,16,6,7,19,1
TEMP015433,15,10,5,9,18,2
TEMP015434,22,10,1,14,16,2
TEMP015435,21,14,6,6,14,4
TEMP015436,17,20,2,7,19,1
TEMP015437,10,13,9,3,20,2
TEMP015438,14,16,3,12,12,4
TEMP015439,17,14,3,14,14,1
TEMP015440,12,13,6,12,14,2
TEMP015441,9,9,6,5,18,6
TEMP015442,11,14,4,10,16,3
TEMP015443,19,10,1,11,17,5
TEMP015444,10,15,4,11,15,2
TEMP015445,13,12,6,4,16,5
TEMP015446,16,9,7,13,13,3
TEMP015447,19,13,5,9,16,1
TEMP015448,16,15,4,6,22,1
TEMP015449,22,14,3,7,16,4
TEMP015450,20,16,5,10,13,2
TEMP015451,15,8,6,7,18,3
TEMP015452,16,14,4,9,13,5
TEMP015453,15,7,6,15,11,5
TEMP015454,11,13,7,10,17,2
TEMP015455,13,14,6,10,11,4
TEMP015456,13,13,9,7,18,1
TEMP015457,24,15,5,10,16,1
TEMP015458,15,14,4,9,19,3
TEMP015459,11,11,4,11,18,1
TEMP015460,14,18,1,14,16,4
TEMP015461,13,10,3,7,16,5
TEMP015462,19,18,3,10,17,1
TEMP015463,22,9,3,7,17,3
TEMP015464,17,11,5,7,18,3
TEMP015465,17,13,6,12,11,5
TEMP015466,7,12,5,12,20,1
TEMP015467,15,13,3,13,14,2
TEMP015468,8,12,4,9,21,2
TEMP015469,19,10,5,6,14,6
TEMP015470,18,8,0,14,19,3
TEMP015471,11,15,4,7,16,6
TEMP015472,12,8,7,11,17,3
TEMP015473,16,15,0,7,20,4
TEMP015474,20,14,6,6,15,2
TEMP015475,13,15,5,10,19,2
TEMP015476,21,18,3,10,15,3
TEMP015477,12,17,4,14,13,3
TEMP015478,18,11,1,11,12,6
TEMP015479,20,16,3,6,11,8
TEMP015480,14,11,3,7,21,5
TEMP015481,10,15,6,9,14,4
TEMP015482,13,16,5,12,12,4
TEMP015483,14,15,6,7,17,2
TEMP015484,12,11,5,14,13,2
TEMP015485,18,18,1,8,16,6
TEMP015486,17,21,3,9,15,1
TEMP015487,11,18,3,5,19,2
TEMP015488,15,8,7,9,19,1
TEMP015489,24,14,4,6,15,3
TEMP015490,14,19,3,13,15,2
TEMP015491,14,19,4,9,18,1
TEMP015492,16,8,5,10,17,5
TEMP015493,14,12,5,6,18,3
TEMP015494,25,12,4,9,16,1
TEMP015495,17,16,6,11,13,3
TEMP015496,24,11,3,9,16,2
TEMP015497,16,6,5,5,22,4
TEMP015498,15,14,5,8,20,2
TEMP015499,15,10,5,5,21,4
TEMP015500,17,19,4,6,17,1
TEMP015501,18,18,4,3,21,0
TEMP015502,14,10,3,12,17,7
TEMP015503,16,19,5,5,17,2
TEMP015504,15,11,4,13,16,2
TEMP015505,27,10,7,8,15,1
TEMP015506,11,6,5,5,18,4
TEMP015507,12,22,1,14,15,1
TEMP015508,25,15,3,10,16,1
TEMP015509,11,7,4,6,20,4
TEMP015510,11,4,7,8,17,5
TEMP015511,14,10,6,9,21,2
TEMP015512,14,11,4,10,16,2
TEMP015513,16,8,4,8,17,5
TEMP015514,16,15,5,13,9,4
TEMP015515,22,11,3,10,15,4
TEMP015516,12,17,5,13,11,4
TEMP015517,11,15,5,4,16,6
TEMP015518,15,14,8,6,15,3
TEMP015519,12,15,3,7,20,2
TEMP015520,10,11,3,12,18,2
TEMP015521,14,12,3,5,21,2
TEMP015522,18,11,3,8,17,4
TEMP015523,12,18,3,8,14,4
TEMP015524,9,13,7,12,13,5
TEMP015525,12,13,4,8,18,2
TEMP015526,32,18,1,4,16,3
TEMP015527,12,19,3,11,15,3
TEMP015528,18,18,5,8,15,1
TEMP015529,13,12,3,11,17,2
TEMP015530,13,16,5,9,19,2
TEMP015531,17,20,4,10,18,0
TEMP015532,12,15,3,9,19,1
TEMP015533,14,10,3,6,22,3
TEMP015534,10,12,5,12,19,1
TEMP015535,16,15,6,10,18,0
TEMP015536,11,17,3,9,12,5
TEMP015537,16,20,2,10,16,1
TEMP015538,13,15,4,8,19,3
TEMP015539,13,11,4,8,15,5
TEMP015540,15,11,5,9,20,1
TEMP015541,10,12,7,10,16,4
TEMP015542,14,9,4,11,21,1
TEMP015543,17,7,5,10,16,3
TEMP015544,15,10,5,7,15,5
TEMP015545,13,21,3,9,18,1
TEMP015546,15,16,5,12,17,2
TEMP015547,17,13,6,8,17,2
TEMP015548,14,11,6,4,19,6
TEMP015549,15,11,5,9,19,2
TEMP015550,12,9,3,6,19,3
TEMP015551,16,11,5,6,16,5
TEMP015552,15,13,5,8,17,2
TEMP015553,20,10,5,9,15,2
TEMP015554,15,11,5,10,16,4
TEMP015555,9,12,2,12,16,3
TEMP015556,19,11,6,12,14,3
TEMP015557,12,16,5,5,17,3
TEMP015558,16,11,3,8,14,7
TEMP015559,11,14,3,8,21,3
TEMP015560,12,10,7,9,20,3
TEMP015561,18,7,5,9,16,5
TEMP015562,25,14,4,13,15,3
TEMP015563,15,21,1,9,17,1
TEMP015564,19,15,3,10,17,4
TEMP015565,16,9,3,5,20,4
TEMP015566,19,9,6,9,21,1
TEMP015567,16,12,4,6,24,0
TEMP015568,14,14,5,7,17,3
TEMP015569,214,206,61,116,259,33
TEMP015570,14,12,5,9,15,4
TEMP015571,15,9,4,4,24,2
TEMP015572,17,13,4,5,18,3
TEMP015573,12,15,5,4,18,5
TEMP015574,16,17,2,6,18,4
TEMP015575,21,14,3,3,20,2
TEMP015576,12,11,6,6,20,2
TEMP015577,21,12,5,11,16,1
TEMP015578,8,14,5,6,19,6
TEMP015579,15,12,5,4,20,4
TEMP015580,19,10,5,4,19,4
TEMP015581,12,12,8,6,20,2
TEMP015582,14,15,5,12,18,3
TEMP015583,16,13,4,9,16,2
TEMP015584,10,14,4,9,17,3
TEMP015585,15,11,5,6,18,2
TEMP015586,17,11,1,2,18,6
TEMP015587,16,11,8,8,14,6
TEMP015588,18,13,3,6,17,3
TEMP015589,8,11,5,11,16,2
TEMP015590,13,11,4,7,16,4
TEMP015591,23,8,6,9,15,2
TEMP015592,11,15,3,9,17,3
TEMP015593,11,8,6,6,17,3
TEMP015594,12,16,6,12,19,1
TEMP015595,11,21,3,4,24,0
TEMP015596,8,13,6,6,15,4
TEMP015597,8,12,4,8,21,3
TEMP015598,12,15,8,13,14,2
TEMP015599,19,9,6,5,17,3
TEMP015600,21,12,5,12,14,3
TEMP015601,18,17,6,8,13,3
TEMP015602,13,12,3,8,20,3
TEMP015603,25,20,2,13,16,2
TEMP015604,38,31,7,11,40,6
TEMP015605,38,23,9,27,35,4
TEMP015606,35,19,12,20,35,5
TEMP015607,33,25,13,19,41,2
TEMP015608,37,31,6,19,38,5
TEMP015609,31,32,13,18,37,6
TEMP015610,41,27,8,17,33,8
TEMP015611,25,29,8,21,40,7
TEMP015612,25,30,9,12,43,7
TEMP015613,28,34,4,14,42,6
TEMP015614,42,32,5,11,41,7
TEMP015615,35,26,6,17,42,5
TEMP015616,42,38,6,18,39,7
TEMP015617,34,28,12,19,39,3
TEMP015618,34,26,10,16,40,6
TEMP015619,25,22,17,29,34,3
TEMP015620,20,30,11,25,37,3
TEMP015621,37,21,11,13,44,5
TEMP015622,35,30,7,12,43,8
TEMP015623,23,39,8,18,36,5
TEMP015624,41,28,8,22,28,8
TEMP015625,194,145,55,92,218,43
TEMP015626,50,27,5,19,41,3
TEMP015627,42,19,9,20,38,5
TEMP015628,33,20,12,18,37,7
TEMP015629,25,30,12,20,37,7
TEMP015630,31,33,5,17,38,7
TEMP015631,31,29,10,23,34,4
TEMP015632,39,43,5,16,40,3
TEMP015633,40,32,9,20,35,8
TEMP015634,35,28,17,14,38,4
TEMP015635,20,31,9,30,36,3
TEMP015636,30,26,8,11,38,10
TEMP015637,33,30,6,31,35,3
TEMP015638,30,27,13,12,42,4
TEMP015639,32,30,7,21,36,8
TEMP015640,33,27,7,16,38,8
TEMP015641,35,26,10,23,35,5
TEMP015642,36,34,9,13,35,10
TEMP015643,35,26,10,21,33,10
TEMP015644,38,28,9,15,42,5
TEMP015645,40,37,5,17,33,6
TEMP015646,40,31,10,15,41,4
TEMP015647,37,25,7,16,40,4
TEMP015648,28,31,11,17,45,2
TEMP015649,27,33,12,15,42,3
TEMP015650,39,33,7,15,40,5
TEMP015651,33,32,7,20,35,6
TEMP015652,27,31,7,21,35,8
TEMP015653,38,31,11,12,39,8
TEMP015654,31,22,4,14,37,12
TEMP015655,44,29,10,16,33,9
TEMP015656,28,33,12,28,26,9
TEMP015657,34,30,6,18,35,9
TEMP015658,26,21,14,21,39,5
TEMP015659,32,29,11,20,39,3
TEMP015660,31,23,11,17,39,8
TEMP015661,35,20,11,24,32,5
TEMP015662,32,38,11,18,36,5
TEMP015663,34,35,6,24,36,5
TEMP015664,30,26,11,22,35,8
TEMP015665,37,30,13,20,30,11
TEMP015666,34,24,7,25,35,7
TEMP015667,26,29,9,20,36,7
TEMP015668,41,19,10,24,38,2
TEMP015669,21,30,8,13,39,6
TEMP015670,43,28,11,20,34,5
TEMP015671,42,28,8,21,38,7
TEMP015672,26,22,9,14,47,3
TEMP015673,39,30,10,21,33,6
TEMP015674,28,29,13,19,39,5
TEMP015675,24,30,6,17,39,7
TEMP015676,23,33,10,11,48,3
TEMP015677,34,36,5,20,35,4
TEMP015678,36,24,5,18,34,10
TEMP015679,33,25,8,20,38,5
TEMP015680,17,34,14,21,31,7
TEMP015681,34,19,10,19,40,8
TEMP015682,36,24,9,13,42,5
TEMP015683,25,23,11,16,39,8
TEMP015684,27,22,12,24,34,6
TEMP015685,38,19,11,18,41,7
TEMP015686,30,25,9,17,41,5
TEMP015687,37,21,11,15,40,7
TEMP015688,45,20,13,21,29,7
TEMP015689,34,24,7,11,52,1
TEMP015690,43,25,7,16,38,5
TEMP015691,32,27,14,13,41,4
TEMP015692,44,22,11,19,34,10
TEMP015693,34,29,9,13,39,8
TEMP015694,32,31,11,14,44,3
TEMP015695,27,39,9,13,40,2
TEMP015696,31,25,11,21,38,5
TEMP015697,48,25,8,17,37,8
TEMP015698,41,26,9,22,35,4
TEMP015699,31,42,4,15,37,5
TEMP015700,34,31,8,22,36,4
TEMP015701,33,28,9,17,37,5
TEMP015702,32,36,10,13,38,6
TEMP015703,34,35,11,18,35,7
TEMP015704,25,29,8,23,34,6
TEMP015705,39,33,13,14,34,6
TEMP015706,45,20,11,18,42,3
TEMP015707,36,28,7,24,38,6
TEMP015708,23,14,9,21,41,7
TEMP015709,36,26,9,20,39,3
TEMP015710,33,32,8,21,34,8
TEMP015711,31,39,3,13,39,6
TEMP015712,31,32,10,14,42,3
TEMP015713,31,26,7,18,42,4
TEMP015714,27,28,6,24,25,8
TEMP015715,26,25,11,20,34,2
TEMP015716,28,14,9,20,32,8
TEMP015717,24,23,8,18,35,4
TEMP015718,26,24,10,21,31,4
TEMP015719,23,29,10,17,25,13
TEMP015720,19,20,14,19,34,4
TEMP015721,28,25,12,15,33,5
TEMP015722,34,23,6,18,33,5
TEMP015723,22,24,5,18,26,13
TEMP015724,18,26,6,20,32,4
TEMP015725,37,24,10,16,33,4
TEMP015726,37,29,5,16,29,8
TEMP015727,29,22,10,24,29,5
TEMP015728,28,27,9,15,36,3
TEMP015729,22,29,13,26,24,4
TEMP015730,20,35,8,17,32,4
TEMP015731,22,27,10,13,36,4
TEMP015732,24,20,7,15,37,6
TEMP015733,26,24,12,17,30,7
TEMP015734,25,28,14,16,32,3
TEMP015735,28,22,12,25,26,6
TEMP015736,179,144,59,110,186,42
TEMP015737,33,21,7,15,36,3
TEMP015738,35,23,11,13,41,3
TEMP015739,33,23,8,14,39,4
TEMP015740,20,30,8,11,37,8
TEMP015741,33,31,10,17,33,4
TEMP015742,26,19,9,10,28,11
TEMP015743,25,25,9,15,27,11
TEMP015744,30,29,8,15,36,3
TEMP015745,37,17,12,19,26,5
TEMP015746,28,26,6,7,34,11
TEMP015747,32,29,7,18,33,3
TEMP015748,30,29,8,16,32,7
TEMP015749,37,27,5,18,28,10
TEMP015750,20,22,16,18,36,3
TEMP015751,22,31,7,21,32,7
TEMP015752,37,13,10,16,34,5
TEMP015753,29,25,7,17,35,3
TEMP015754,50,30,2,14,36,2
TEMP015755,20,31,8,15,30,7
TEMP015756,25,28,6,17,29,6
TEMP015757,36,26,8,17,35,6
TEMP015758,437,379,127,239,532,78
TEMP015759,41,27,10,13,28,6
TEMP015760,24,19,7,15,34,9
TEMP015761,29,19,9,18,31,9
TEMP015762,31,20,8,18,34,7
TEMP015763,28,19,9,12,40,3
TEMP015764,30,22,3,18,35,5
TEMP015765,32,25,7,18,33,3
TEMP015766,35,23,7,14,37,7
TEMP015767,22,25,6,19,35,3
TEMP015768,41,35,6,15,36,0
TEMP015769,24,16,16,12,36,5
TEMP015770,29,23,7,18,34,5
TEMP015771,22,25,9,19,33,5
TEMP015772,24,29,8,15,35,5
TEMP015773,35,36,8,17,32,4
TEMP015774,28,33,9,16,29,6
TEMP015775,24,21,12,10,33,7
TEMP015776,33,22,6,16,35,6
TEMP015777,24,23,8,9,38,5
TEMP015778,21,23,8,19,34,4
TEMP015779,30,24,6,16,32,8
TEMP015780,26,18,9,13,30,11
TEMP015781,23,36,3,12,40,5
TEMP015782,37,25,5,18,31,7
TEMP015783,30,19,7,14,35,7
TEMP015784,36,34,12,12,33,3
TEMP015785,31,26,8,15,35,4
TEMP015786,28,26,8,19,29,6
TEMP015787,35,14,7,25,28,6
TEMP015788,33,20,9,14,35,6
TEMP015789,31,27,6,11,36,5
TEMP015790,29,26,10,15,35,5
TEMP015791,31,20,6,14,33,10
TEMP015792,32,23,10,9,38,6
TEMP015793,30,28,11,18,32,3
TEMP015794,21,25,12,15,31,10
TEMP015795,27,28,7,22,28,10
TEMP015796,32,31,6,20,35,3
TEMP015797,37,29,7,17,37,2
TEMP015798,28,22,10,17,36,6
TEMP015799,17,23,12,11,40,3
TEMP015800,37,23,13,11,31,8
TEMP015801,22,32,13,19,29,4
TEMP015802,33,30,7,17,29,4
TEMP015803,27,27,10,29,26,3
TEMP015804,30,27,9,12,36,2
TEMP015805,27,25,12,16,31,7
TEMP015806,28,28,8,14,33,6
TEMP015807,35,22,9,15,32,5
TEMP015808,27,27,10,13,36,5
TEMP015809,21,28,12,14,34,6
TEMP015810,35,22,8,15,37,1
TEMP015811,32,20,9,18,30,5
TEMP015812,31,25,10,17,33,5
TEMP015813,34,23,6,20,31,9
TEMP015814,36,28,10,16,31,6
TEMP015815,30,22,11,15,34,5
TEMP015816,21,23,8,19,37,5
TEMP015817,21,25,14,19,32,4
TEMP015818,28,26,8,18,35,4
TEMP015819,26,22,11,17,33,6
TEMP015820,21,21,9,14,36,7
TEMP015821,24,17,12,12,35,7
TEMP015822,23,18,9,16,30,9
TEMP015823,23,24,10,17,34,5
TEMP015824,25,19,12,21,31,7
TEMP015825,23,22,11,13,33,8
TEMP015826,26,26,6,16,34,6
TEMP015827,32,19,7,19,26,9
TEMP015828,27,26,9,18,31,3
TEMP015829,23,25,9,17,33,6
TEMP015830,35,27,8,16,34,5
TEMP015831,30,26,7,15,31,5
TEMP015832,34,27,10,17,33,3
TEMP015833,33,29,7,17,31,5
TEMP015834,30,24,11,15,30,8
TEMP015835,33,19,10,19,37,5
TEMP015836,31,35,3,13,35,5
TEMP015837,26,34,9,15,35,3
TEMP015838,23,18,12,11,35,5
TEMP015839,35,16,12,14,32,8
TEMP015840,31,23,7,18,34,4
TEMP015841,28,21,8,18,35,7
TEMP015842,29,23,5,16,37,6
TEMP015843,27,24,8,15,35,6
TEMP015844,45,24,6,15,33,5
TEMP015845,19,24,13,16,30,6
TEMP015846,27,22,12,12,34,8
TEMP015847,39,30,6,15,38,2
TEMP015848,30,24,8,15,30,7
TEMP015849,25,19,14,12,34,6
TEMP015850,19,31,7,13,34,10
TEMP015851,33,23,11,15,33,9
TEMP015852,28,22,8,13,39,4
TEMP015853,26,18,16,12,35,5
TEMP015854,30,30,7,19,27,10
TEMP015855,25,28,10,29,28,2
TEMP015856,22,22,8,20,34,4
TEMP015857,34,18,8,24,30,4
TEMP015858,30,22,9,12,38,6
TEMP015859,38,22,11,16,30,4
TEMP015860,30,20,10,17,30,10
TEMP015861,25,20,11,15,36,6
TEMP015862,32,19,16,18,27,9
TEMP015863,30,24,11,14,37,6
TEMP015864,34,22,10,19,33,2
TEMP015865,35,25,7,24,27,4
TEMP015866,28,21,10,17,38,5
TEMP015867,27,34,5,22,29,6
TEMP015868,33,31,9,23,27,6
TEMP015869,26,27,6,20,31,5
TEMP015870,31,29,7,15,35,4
TEMP015871,34,20,10,19,37,3
TEMP015872,167,122,31,82,177,25
TEMP015873,42,20,8,14,37,4
TEMP015874,27,32,7,19,34,5
TEMP015875,41,17,10,15,37,5
TEMP015876,26,26,13,23,29,7
TEMP015877,28,27,9,21,30,7
TEMP015878,27,25,10,15,35,4
TEMP015879,31,23,10,20,28,5
TEMP015880,24,29,10,27,25,5
TEMP015881,37,36,9,16,35,3
TEMP015882,39,27,5,17,31,7
TEMP015883,24,20,9,12,39,5
TEMP015884,39,37,4,17,32,5
TEMP015885,31,34,9,18,31,4
TEMP015886,45,28,4,21,27,9
TEMP015887,24,26,13,14,33,5
TEMP015888,35,30,9,10,34,5
TEMP015889,31,25,10,18,35,4
TEMP015890,33,17,8,15,29,8
TEMP015891,33,23,11,17,32,3
TEMP015892,43,23,6,13,40,2
TEMP015893,26,27,4,19,36,7
TEMP015894,29,31,6,18,30,8
TEMP015895,48,21,4,14,34,4
TEMP015896,34,30,6,18,34,2
TEMP015897,28,27,6,15,30,7
TEMP015898,25,26,6,16,32,6
TEMP015899,32,30,5,18,32,5
TEMP015900,26,27,9,11,35,3
TEMP015901,40,23,4,20,30,5
TEMP015902,214,189,58,115,255,42
TEMP015903,22,22,9,17,36,4
TEMP015904,21,26,8,21,32,6
TEMP015905,34,33,7,13,32,7
TEMP015906,25,22,6,17,32,6
TEMP015907,22,29,5,13,30,12
TEMP015908,19,27,9,13,33,7
TEMP015909,32,31,6,7,33,10
TEMP015910,26,33,6,14,33,6
TEMP015911,29,26,6,18,34,3
TEMP015912,20,12,12,22,32,11
TEMP015913,41,27,7,15,32,4
TEMP015914,32,23,9,18,33,4
TEMP015915,22,18,12,10,33,10
TEMP015916,32,26,10,14,27,8
TEMP015917,27,22,9,21,30,5
TEMP015918,32,25,5,15,36,6
TEMP015919,34,23,5,19,36,5
TEMP015920,24,18,10,18,30,6
TEMP015921,23,20,10,13,39,5
TEMP015922,22,32,10,18,33,2
TEMP015923,41,26,6,14,37,6
TEMP015924,24,29,8,18,33,6
TEMP015925,30,24,10,15,33,9
TEMP015926,24,19,7,17,32,6
TEMP015927,34,28,7,16,34,3
TEMP015928,27,22,5,13,46,1
TEMP015929,34,19,4,17,38,5
TEMP015930,29,17,9,14,34,5
TEMP015931,29,26,3,17,36,3
TEMP015932,23,25,7,15,39,2
TEMP015933,29,25,7,13,35,8
TEMP015934,28,26,9,17,33,5
TEMP015935,24,28,6,13,33,8
TEMP015936,32,27,8,16,33,4
TEMP015937,20,30,7,18,35,5
TEMP015938,30,24,5,18,34,5
TEMP015939,28,23,13,21,35,1
TEMP015940,23,22,5,15,38,3
TEMP015941,26,27,8,14,37,5
TEMP015942,21,26,13,20,37,2
TEMP015943,27,31,6,16,38,2
TEMP015944,851,800,247,500,997,162
TEMP015945,18,28,8,15,34,7
TEMP015946,26,33,7,17,32,3
TEMP015947,22,20,5,19,29,9
TEMP015948,32,26,4,18,31,6
TEMP015949,29,17,11,20,37,4
TEMP015950,27,28,10,12,40,3
TEMP015951,26,27,9,18,33,6
TEMP015952,24,26,12,15,29,7
TEMP015953,40,31,1,20,31,7
TEMP015954,30,31,7,23,27,5
TEMP015955,30,16,12,18,29,8
TEMP015956,31,27,5,19,38,4
TEMP015957,30,21,14,19,30,6
TEMP015958,30,26,9,18,31,7
TEMP015959,25,23,9,15,35,4
TEMP015960,29,20,10,15,36,9
TEMP015961,35,20,3,14,39,7
TEMP015962,32,23,7,17,31,7
TEMP015963,38,18,10,21,28,5
TEMP015964,29,29,7,19,29,7
TEMP015965,28,20,9,13,37,6
TEMP015966,25,24,7,22,28,7
TEMP015967,37,19,11,16,33,5
TEMP015968,33,22,8,12,37,5
TEMP015969,26,22,8,16,37,4
TEMP015970,30,29,6,14,33,5
TEMP015971,24,22,8,20,30,7
TEMP015972,36,24,7,14,36,2
TEMP015973,19,26,10,12,37,8
TEMP015974,27,23,11,20,33,4
TEMP015975,30,23,8,15,34,4
TEMP015976,32,21,7,14,31,9
TEMP015977,26,21,8,13,31,8
TEMP015978,23,27,11,19,28,7
TEMP015979,32,23,8,21,26,8
TEMP015980,23,18,12,14,31,8
TEMP015981,15,22,11,13,39,4
TEMP015982,26,22,9,15,29,10
TEMP015983,20,23,8,25,28,9
TEMP015984,17,27,10,15,37,3
TEMP015985,33,19,6,16,29,8
TEMP015986,36,29,6,13,34,4
TEMP015987,29,22,12,21,30,7
TEMP015988,33,23,7,16,36,6
TEMP015989,40,26,5,14,33,7
TEMP015990,17,28,5,12,39,5
TEMP015991,24,25,12,11,37,5
TEMP015992,29,21,10,11,33,7
TEMP015993,33,28,11,10,35,5
TEMP015994,27,17,12,13,34,7
TEMP015995,29,24,12,22,29,4
TEMP015996,23,21,10,8,33,10
TEMP015997,31,17,8,13,40,6
TEMP015998,23,25,8,18,35,7
TEMP015999,29,35,8,18,30,5
TEMP016000,22,23,12,22,32,3
TEMP016001,36,15,10,12,34,9
TEMP016002,26,34,5,24,29,4
TEMP016003,23,31,7,20,34,4
TEMP016004,24,25,8,20,22,10
TEMP016005,32,23,7,10,38,3
TEMP016006,33,27,10,18,32,6
TEMP016007,34,26,6,16,34,4
TEMP016008,23,31,10,16,33,5
TEMP016009,44,22,8,23,27,5
TEMP016010,17,15,15,17,31,5
TEMP016011,31,27,12,21,30,7
TEMP016012,28,21,7,19,33,7
TEMP016013,28,33,4,17,35,3
TEMP016014,23,20,9,17,34,4
TEMP016015,29,28,12,17,31,6
TEMP016016,33,30,8,10,41,4
TEMP016017,30,25,8,17,30,7
TEMP016018,26,23,10,16,33,7
TEMP016019,32,31,8,12,32,9
TEMP016020,35,26,8,13,31,12
TEMP016021,40,30,4,16,30,6
TEMP016022,37,35,8,26,24,3
TEMP016023,33,31,10,19,33,4
TEMP016024,37,18,6,11,34,8
TEMP016025,20,30,11,15,32,3
TEMP016026,27,25,8,19,36,4
TEMP016027,19,18,12,16,33,9
TEMP016028,36,25,5,19,37,5
TEMP016029,25,21,10,22,32,4
TEMP016030,20,31,7,13,36,8
TEMP016031,27,18,10,16,35,4
TEMP016032,28,28,10,14,35,8
TEMP016033,31,29,9,16,33,4
TEMP016034,30,20,16,19,32,2
TEMP016035,32,19,12,14,34,4
TEMP016036,25,24,10,20,34,5
TEMP016037,30,27,5,12,37,4
TEMP016038,25,25,10,15,39,3
TEMP016039,40,29,3,17,34,4
TEMP016040,19,23,11,21,28,4
TEMP016041,30,21,11,17,33,5
TEMP016042,31,25,6,18,31,6
TEMP016043,30,29,6,24,28,6
TEMP016044,43,25,10,10,33,4
TEMP016045,29,20,7,15,31,9
TEMP016046,27,24,9,25,27,6
TEMP016047,29,24,10,15,34,4
TEMP016048,27,18,9,11,40,7
TEMP016049,22,15,11,19,26,9
TEMP016050,30,19,5,13,37,5
TEMP016051,31,18,11,18,28,9
TEMP016052,23,22,7,14,40,4
TEMP016053,31,21,7,15,34,5
TEMP016054,25,21,12,24,32,3
TEMP016055,18,23,16,13,33,6
TEMP016056,25,21,7,16,35,6
TEMP016057,37,19,12,14,31,7
TEMP016058,19,31,7,16,32,4
TEMP016059,26,25,4,12,37,6
TEMP016060,29,29,14,20,28,5
TEMP016061,33,23,5,21,36,3
TEMP016062,33,26,9,14,35,1
TEMP016063,28,18,11,15,29,6
TEMP016064,40,27,5,14,33,9
TEMP016065,30,35,4,22,31,5
TEMP016066,29,27,10,21,29,4
TEMP016067,42,27,4,13,34,4
TEMP016068,36,25,11,12,34,4
TEMP016069,31,24,8,21,28,8
TEMP016070,31,22,5,23,30,6
TEMP016071,12,25,8,13,30,12
TEMP016072,27,29,8,17,29,8
TEMP016073,22,27,12,11,33,6
TEMP016074,25,22,11,19,31,5
TEMP016075,28,28,10,10,38,1
TEMP016076,34,26,11,15,30,7
TEMP016077,39,25,6,15,32,8
TEMP016078,19,26,8,13,40,2
TEMP016079,22,29,8,17,36,4
TEMP016080,25,28,11,21,30,5
TEMP016081,17,30,7,16,36,7
TEMP016082,28,24,7,10,41,5
TEMP016083,37,21,9,19,34,4
TEMP016084,32,32,5,21,32,2
TEMP016085,25,22,8,14,27,13
TEMP016086,33,20,10,22,36,2
TEMP016087,25,25,7,16,39,5
TEMP016088,34,28,7,17,32,3
TEMP016089,32,29,13,13,34,5
TEMP016090,21,23,7,15,28,11
TEMP016091,30,27,7,21,29,7
TEMP016092,22,31,8,15,33,5
TEMP016093,34,24,5,19,29,7
TEMP016094,20,15,14,20,28,8
TEMP016095,27,20,13,13,35,4
TEMP016096,27,31,13,21,31,1
TEMP016097,34,27,6,17,36,3
TEMP016098,30,39,4,17,35,3
TEMP016099,36,21,11,16,31,8
TEMP016100,33,17,12,14,33,7
TEMP016101,30,24,10,29,27,4
TEMP016102,28,21,7,19,33,7
TEMP016103,32,21,9,17,31,6
TEMP016104,36,28,10,7,35,8
TEMP016105,26,30,9,17,34,3
TEMP016106,32,23,9,16,36,4
TEMP016107,26,33,7,21,29,5
TEMP016108,28,38,8,16,32,5
TEMP016109,18,18,11,12,39,5
TEMP016110,30,27,10,15,36,5
TEMP016111,19,18,10,21,33,6
TEMP016112,30,20,8,14,28,11
TEMP016113,30,26,7,16,38,2
TEMP016114,31,20,8,14,33,5
TEMP016115,29,17,11,27,25,8
TEMP016116,27,23,8,16,34,6
TEMP016117,37,27,7,16,31,6
TEMP016118,33,22,4,15,31,8
TEMP016119,34,28,7,18,30,7
TEMP016120,28,27,11,18,29,7
TEMP016121,35,21,9,12,32,5
TEMP016122,27,23,9,14,29,8
TEMP016123,46,19,7,19,35,4
