geo_unit,Adults with children,Adults only
TEMP014605,13.0,10.0
TEMP014606,12.0,12.0
TEMP014607,12.0,12.0
TEMP014608,12.0,12.0
TEMP014609,11.0,14.0
TEMP014610,12.0,12.0
TEMP014611,12.0,11.0
TEMP014612,13.0,9.0
TEMP014613,11.0,13.0
TEMP014614,12.0,12.0
TEMP014615,12.0,12.0
TEMP014616,11.0,14.0
TEMP014617,13.0,9.0
TEMP014618,13.0,9.0
TEMP014619,13.0,10.0
TEMP014620,12.0,11.0
TEMP014621,11.0,15.0
TEMP014622,11.0,13.0
TEMP014623,11.0,15.0
TEMP014624,12.0,11.0
TEMP014625,10.0,16.0
TEMP014626,14.0,7.0
TEMP014627,11.0,14.0
TEMP014628,11.0,14.0
TEMP014629,10.0,16.0
TEMP014630,11.0,14.0
TEMP014631,13.0,10.0
TEMP014632,11.0,14.0
TEMP014633,12.0,12.0
TEMP014634,10.0,16.0
TEMP014635,12.0,12.0
TEMP014636,13.0,9.0
TEMP014637,12.0,11.0
TEMP014638,12.0,11.0
TEMP014639,15.0,5.0
TEMP014640,11.0,15.0
TEMP014641,13.0,9.0
TEMP014642,10.0,16.0
TEMP014643,14.0,8.0
TEMP014644,10.0,16.0
TEMP014645,10.0,17.0
TEMP014646,11.0,13.0
TEMP014647,12.0,12.0
TEMP014648,12.0,12.0
TEMP014649,13.0,10.0
TEMP014650,13.0,9.0
TEMP014651,11.0,14.0
TEMP014652,12.0,12.0
TEMP014653,11.0,14.0
TEMP014654,14.0,7.0
TEMP014655,11.0,15.0
TEMP014656,12.0,12.0
TEMP014657,11.0,14.0
TEMP014658,12.0,12.0
TEMP014659,13.0,10.0
TEMP014660,14.0,7.0
TEMP014661,12.0,12.0
TEMP014662,11.0,15.0
TEMP014663,11.0,14.0
TEMP014664,11.0,14.0
TEMP014665,13.0,10.0
TEMP014666,12.0,11.0
TEMP014667,11.0,15.0
TEMP014668,13.0,10.0
TEMP014669,14.0,7.0
TEMP014670,13.0,9.0
TEMP014671,13.0,9.0
TEMP014672,12.0,12.0
TEMP014673,12.0,11.0
TEMP014674,10.0,17.0
TEMP014675,11.0,13.0
TEMP014676,14.0,7.0
TEMP014677,12.0,12.0
TEMP014678,12.0,12.0
TEMP014679,13.0,9.0
TEMP014680,15.0,5.0
TEMP014681,12.0,12.0
TEMP014682,13.0,9.0
TEMP014683,10.0,16.0
TEMP014684,12.0,11.0
TEMP014685,11.0,14.0
TEMP014686,12.0,12.0
TEMP014687,10.0,17.0
TEMP014688,11.0,13.0
TEMP014689,11.0,13.0
TEMP014690,13.0,9.0
TEMP014691,13.0,9.0
TEMP014692,12.0,11.0
TEMP014693,12.0,12.0
TEMP014694,14.0,7.0
TEMP014695,13.0,9.0
TEMP014696,12.0,11.0
TEMP014697,13.0,10.0
TEMP014698,11.0,15.0
TEMP014699,10.0,16.0
TEMP014700,13.0,9.0
TEMP014701,11.0,13.0
TEMP014702,12.0,11.0
TEMP014703,10.0,16.0
TEMP014704,13.0,9.0
TEMP014705,11.0,14.0
TEMP014706,13.0,10.0
TEMP014707,14.0,7.0
TEMP014708,10.0,16.0
TEMP014709,13.0,9.0
TEMP014710,13.0,9.0
TEMP014711,12.0,11.0
TEMP014712,11.0,14.0
TEMP014713,12.0,12.0
TEMP014714,11.0,14.0
TEMP014715,11.0,14.0
TEMP014716,13.0,10.0
TEMP014717,12.0,12.0
TEMP014718,14.0,7.0
TEMP014719,12.0,11.0
TEMP014720,16.0,3.0
TEMP014721,12.0,12.0
TEMP014722,13.0,9.0
TEMP014723,10.0,16.0
TEMP014724,10.0,16.0
TEMP014725,12.0,12.0
TEMP014726,13.0,9.0
TEMP014727,12.0,12.0
TEMP014728,10.0,17.0
TEMP014729,13.0,9.0
TEMP014730,11.0,13.0
TEMP014731,14.0,8.0
TEMP014732,11.0,15.0
TEMP014733,12.0,12.0
TEMP014734,13.0,10.0
TEMP014735,12.0,12.0
TEMP014736,12.0,12.0
TEMP014737,11.0,13.0
TEMP014738,13.0,10.0
TEMP014739,12.0,11.0
TEMP014740,12.0,11.0
TEMP014741,12.0,11.0
TEMP014742,12.0,11.0
TEMP014743,12.0,11.0
TEMP014744,12.0,12.0
TEMP014745,12.0,11.0
TEMP014746,11.0,14.0
TEMP014747,12.0,12.0
TEMP014748,11.0,15.0
TEMP014749,12.0,12.0
TEMP014750,11.0,15.0
TEMP014751,13.0,9.0
TEMP014752,11.0,14.0
TEMP014753,11.0,14.0
TEMP014754,11.0,15.0
TEMP014755,13.0,9.0
TEMP014756,13.0,9.0
TEMP014757,15.0,5.0
TEMP014758,12.0,11.0
TEMP014759,14.0,8.0
TEMP014760,8.0,20.0
TEMP014761,14.0,7.0
TEMP014762,13.0,9.0
TEMP014763,11.0,13.0
TEMP014764,10.0,16.0
TEMP014765,12.0,11.0
TEMP014766,10.0,16.0
TEMP014767,12.0,12.0
TEMP014768,12.0,12.0
TEMP014769,12.0,11.0
TEMP014770,12.0,11.0
TEMP014771,11.0,14.0
TEMP014772,11.0,13.0
TEMP014773,12.0,11.0
TEMP014774,13.0,9.0
TEMP014775,14.0,8.0
TEMP014776,12.0,12.0
TEMP014777,13.0,10.0
TEMP014778,14.0,7.0
TEMP014779,12.0,12.0
TEMP014780,12.0,12.0
TEMP014781,12.0,12.0
TEMP014782,12.0,12.0
TEMP014783,10.0,17.0
TEMP014784,11.0,14.0
TEMP014785,12.0,11.0
TEMP014786,12.0,12.0
TEMP014787,14.0,8.0
TEMP014788,14.0,8.0
TEMP014789,12.0,12.0
TEMP014790,15.0,4.0
TEMP014791,12.0,12.0
TEMP014792,12.0,11.0
TEMP014793,13.0,10.0
TEMP014794,13.0,10.0
TEMP014795,13.0,9.0
TEMP014796,13.0,10.0
TEMP014797,12.0,12.0
TEMP014798,11.0,13.0
TEMP014799,10.0,16.0
TEMP014800,11.0,14.0
TEMP014801,11.0,15.0
TEMP014802,14.0,8.0
TEMP014803,12.0,11.0
TEMP014804,11.0,14.0
TEMP014805,12.0,12.0
TEMP014806,11.0,13.0
TEMP014807,14.0,8.0
TEMP014808,10.0,16.0
TEMP014809,14.0,7.0
TEMP014810,11.0,15.0
TEMP014811,12.0,12.0
TEMP014812,10.0,17.0
TEMP014813,11.0,14.0
TEMP014814,13.0,9.0
TEMP014815,12.0,12.0
TEMP014816,12.0,12.0
TEMP014817,13.0,10.0
TEMP014818,12.0,11.0
TEMP014819,14.0,7.0
TEMP014820,12.0,12.0
TEMP014821,15.0,5.0
TEMP014822,12.0,12.0
TEMP014823,14.0,7.0
TEMP014824,12.0,12.0
TEMP014825,11.0,14.0
TEMP014826,11.0,13.0
TEMP014827,12.0,12.0
TEMP014828,21.0,20.0
TEMP014829,20.0,23.0
TEMP014830,21.0,21.0
TEMP014831,22.0,17.0
TEMP014832,20.0,22.0
TEMP014833,20.0,22.0
TEMP014834,19.0,24.0
TEMP014835,19.0,24.0
TEMP014836,22.0,18.0
TEMP014837,22.0,18.0
TEMP014838,21.0,20.0
TEMP014839,20.0,22.0
TEMP014840,20.0,22.0
TEMP014841,19.0,24.0
TEMP014842,20.0,22.0
TEMP014843,20.0,22.0
TEMP014844,24.0,13.0
TEMP014845,20.0,22.0
TEMP014846,22.0,18.0
TEMP014847,22.0,17.0
TEMP014848,21.0,19.0
TEMP014849,20.0,22.0
TEMP014850,882.0,876.0
TEMP014851,22.0,18.0
TEMP014852,19.0,25.0
TEMP014853,21.0,21.0
TEMP014854,21.0,19.0
TEMP014855,20.0,22.0
TEMP014856,20.0,22.0
TEMP014857,20.0,22.0
TEMP014858,21.0,20.0
TEMP014859,21.0,20.0
TEMP014860,18.0,26.0
TEMP014861,20.0,23.0
TEMP014862,22.0,18.0
TEMP014863,21.0,20.0
TEMP014864,22.0,17.0
TEMP014865,20.0,22.0
TEMP014866,21.0,20.0
TEMP014867,21.0,20.0
TEMP014868,21.0,21.0
TEMP014869,21.0,20.0
TEMP014870,19.0,24.0
TEMP014871,21.0,20.0
TEMP014872,19.0,24.0
TEMP014873,22.0,17.0
TEMP014874,19.0,25.0
TEMP014875,21.0,21.0
TEMP014876,19.0,25.0
TEMP014877,20.0,23.0
TEMP014878,20.0,22.0
TEMP014879,23.0,15.0
TEMP014880,21.0,20.0
TEMP014881,19.0,24.0
TEMP014882,20.0,22.0
TEMP014883,22.0,18.0
TEMP014884,19.0,25.0
TEMP014885,21.0,20.0
TEMP014886,21.0,20.0
TEMP014887,22.0,17.0
TEMP014888,19.0,25.0
TEMP014889,20.0,22.0
TEMP014890,20.0,22.0
TEMP014891,21.0,20.0
TEMP014892,21.0,20.0
TEMP014893,20.0,22.0
TEMP014894,20.0,22.0
TEMP014895,22.0,18.0
TEMP014896,21.0,21.0
TEMP014897,20.0,23.0
TEMP014898,23.0,16.0
TEMP014899,20.0,22.0
TEMP014900,22.0,18.0
TEMP014901,22.0,18.0
TEMP014902,22.0,18.0
TEMP014903,23.0,16.0
TEMP014904,22.0,17.0
TEMP014905,20.0,22.0
TEMP014906,21.0,19.0
TEMP014907,21.0,19.0
TEMP014908,24.0,14.0
TEMP014909,22.0,17.0
TEMP014910,22.0,18.0
TEMP014911,21.0,20.0
TEMP014912,21.0,20.0
TEMP014913,21.0,20.0
TEMP014914,20.0,22.0
TEMP014915,17.0,29.0
TEMP014916,19.0,24.0
TEMP014917,17.0,29.0
TEMP014918,19.0,24.0
TEMP014919,20.0,22.0
TEMP014920,21.0,20.0
TEMP014921,19.0,25.0
TEMP014922,19.0,25.0
TEMP014923,20.0,22.0
TEMP014924,19.0,25.0
TEMP014925,20.0,22.0
TEMP014926,21.0,20.0
TEMP014927,20.0,23.0
TEMP014928,20.0,22.0
TEMP014929,20.0,23.0
TEMP014930,21.0,20.0
TEMP014931,22.0,18.0
TEMP014932,19.0,25.0
TEMP014933,22.0,17.0
TEMP014934,21.0,20.0
TEMP014935,24.0,14.0
TEMP014936,23.0,16.0
TEMP014937,18.0,27.0
TEMP014938,20.0,23.0
TEMP014939,21.0,20.0
TEMP014940,21.0,21.0
TEMP014941,21.0,19.0
TEMP014942,21.0,19.0
TEMP014943,23.0,16.0
TEMP014944,21.0,20.0
TEMP014945,21.0,20.0
TEMP014946,23.0,16.0
TEMP014947,20.0,23.0
TEMP014948,21.0,20.0
TEMP014949,20.0,23.0
TEMP014950,22.0,18.0
TEMP014951,22.0,17.0
TEMP014952,20.0,23.0
TEMP014953,22.0,17.0
TEMP014954,21.0,20.0
TEMP014955,22.0,18.0
TEMP014956,20.0,23.0
TEMP014957,20.0,23.0
TEMP014958,23.0,15.0
TEMP014959,22.0,18.0
TEMP014960,20.0,22.0
TEMP014961,22.0,18.0
TEMP014962,18.0,27.0
TEMP014963,21.0,20.0
TEMP014964,19.0,24.0
TEMP014965,19.0,24.0
TEMP014966,17.0,30.0
TEMP014967,20.0,23.0
TEMP014968,21.0,21.0
TEMP014969,20.0,23.0
TEMP014970,19.0,24.0
TEMP014971,20.0,22.0
TEMP014972,21.0,21.0
TEMP014973,24.0,14.0
TEMP014974,21.0,20.0
TEMP014975,22.0,18.0
TEMP014976,22.0,17.0
TEMP014977,22.0,18.0
TEMP014978,22.0,18.0
TEMP014979,20.0,22.0
TEMP014980,21.0,20.0
TEMP014981,21.0,20.0
TEMP014982,22.0,18.0
TEMP014983,19.0,25.0
TEMP014984,21.0,20.0
TEMP014985,22.0,17.0
TEMP014986,18.0,26.0
TEMP014987,23.0,16.0
TEMP014988,21.0,19.0
TEMP014989,21.0,20.0
TEMP014990,19.0,25.0
TEMP014991,22.0,18.0
TEMP014992,21.0,21.0
TEMP014993,21.0,19.0
TEMP014994,22.0,18.0
TEMP014995,23.0,16.0
TEMP014996,22.0,18.0
TEMP014997,19.0,25.0
TEMP014998,19.0,24.0
TEMP014999,21.0,20.0
TEMP015000,20.0,23.0
TEMP015001,19.0,25.0
TEMP015002,19.0,24.0
TEMP015003,20.0,22.0
TEMP015004,22.0,18.0
TEMP015005,19.0,24.0
TEMP015006,20.0,23.0
TEMP015007,20.0,22.0
TEMP015008,21.0,19.0
TEMP015009,21.0,20.0
TEMP015010,22.0,18.0
TEMP015011,21.0,20.0
TEMP015012,24.0,12.0
TEMP015013,20.0,23.0
TEMP015014,20.0,23.0
TEMP015015,20.0,22.0
TEMP015016,21.0,19.0
TEMP015017,23.0,15.0
TEMP015018,26.0,9.0
TEMP015019,21.0,21.0
TEMP015020,20.0,22.0
TEMP015021,19.0,24.0
TEMP015022,20.0,22.0
TEMP015023,20.0,22.0
TEMP015024,23.0,15.0
TEMP015025,20.0,22.0
TEMP015026,21.0,20.0
TEMP015027,21.0,20.0
TEMP015028,20.0,23.0
TEMP015029,20.0,23.0
TEMP015030,22.0,18.0
TEMP015031,21.0,21.0
TEMP015032,19.0,25.0
TEMP015033,23.0,16.0
TEMP015034,22.0,17.0
TEMP015035,23.0,16.0
TEMP015036,21.0,20.0
TEMP015037,22.0,17.0
TEMP015038,21.0,19.0
TEMP015039,23.0,16.0
TEMP015040,20.0,23.0
TEMP015041,20.0,22.0
TEMP015042,24.0,13.0
TEMP015043,20.0,23.0
TEMP015044,20.0,22.0
TEMP015045,20.0,22.0
TEMP015046,21.0,20.0
TEMP015047,20.0,23.0
TEMP015048,21.0,19.0
TEMP015049,21.0,20.0
TEMP015050,19.0,25.0
TEMP015051,17.0,29.0
TEMP015052,19.0,25.0
TEMP015053,19.0,24.0
TEMP015054,22.0,18.0
TEMP015055,21.0,21.0
TEMP015056,19.0,24.0
TEMP015057,23.0,15.0
TEMP015058,20.0,22.0
TEMP015059,22.0,17.0
TEMP015060,20.0,22.0
TEMP015061,21.0,19.0
TEMP015062,20.0,22.0
TEMP015063,21.0,20.0
TEMP015064,22.0,17.0
TEMP015065,19.0,25.0
TEMP015066,20.0,23.0
TEMP015067,21.0,21.0
TEMP015068,22.0,18.0
TEMP015069,19.0,24.0
TEMP015070,19.0,24.0
TEMP015071,23.0,15.0
TEMP015072,19.0,25.0
TEMP015073,20.0,22.0
TEMP015074,20.0,22.0
TEMP015075,21.0,20.0
TEMP015076,21.0,20.0
TEMP015077,23.0,16.0
TEMP015078,20.0,22.0
TEMP015079,21.0,20.0
TEMP015080,21.0,20.0
TEMP015081,20.0,23.0
TEMP015082,21.0,20.0
TEMP015083,20.0,23.0
TEMP015084,22.0,18.0
TEMP015085,23.0,16.0
TEMP015086,21.0,20.0
TEMP015087,22.0,18.0
TEMP015088,20.0,22.0
TEMP015089,23.0,16.0
TEMP015090,21.0,20.0
TEMP015091,22.0,17.0
TEMP015092,23.0,16.0
TEMP015093,21.0,20.0
TEMP015094,19.0,25.0
TEMP015095,22.0,17.0
TEMP015096,19.0,25.0
TEMP015097,22.0,18.0
TEMP015098,21.0,21.0
TEMP015099,23.0,16.0
TEMP015100,19.0,24.0
TEMP015101,20.0,22.0
TEMP015102,19.0,24.0
TEMP015103,20.0,23.0
TEMP015104,19.0,24.0
TEMP015105,18.0,27.0
TEMP015106,18.0,27.0
TEMP015107,20.0,22.0
TEMP015108,23.0,16.0
TEMP015109,23.0,15.0
TEMP015110,24.0,13.0
TEMP015111,21.0,19.0
TEMP015112,19.0,24.0
TEMP015113,19.0,24.0
TEMP015114,22.0,17.0
TEMP015115,23.0,15.0
TEMP015116,23.0,15.0
TEMP015117,22.0,18.0
TEMP015118,24.0,14.0
TEMP015119,23.0,15.0
TEMP015120,23.0,15.0
TEMP015121,22.0,18.0
TEMP015122,23.0,16.0
TEMP015123,22.0,18.0
TEMP015124,20.0,22.0
TEMP015125,21.0,21.0
TEMP015126,21.0,21.0
TEMP015127,21.0,20.0
TEMP015128,19.0,25.0
TEMP015129,22.0,18.0
TEMP015130,21.0,20.0
TEMP015131,20.0,22.0
TEMP015132,20.0,23.0
TEMP015133,21.0,19.0
TEMP015134,22.0,18.0
TEMP015135,21.0,20.0
TEMP015136,21.0,20.0
TEMP015137,18.0,27.0
TEMP015138,22.0,18.0
TEMP015139,23.0,16.0
TEMP015140,21.0,21.0
TEMP015141,21.0,19.0
TEMP015142,17.0,29.0
TEMP015143,22.0,17.0
TEMP015144,24.0,13.0
TEMP015145,19.0,25.0
TEMP015146,21.0,20.0
TEMP015147,22.0,18.0
TEMP015148,19.0,25.0
TEMP015149,20.0,22.0
TEMP015150,21.0,21.0
TEMP015151,20.0,22.0
TEMP015152,21.0,21.0
TEMP015153,19.0,25.0
TEMP015154,22.0,17.0
TEMP015155,19.0,24.0
TEMP015156,21.0,19.0
TEMP015157,20.0,22.0
TEMP015158,20.0,23.0
TEMP015159,21.0,20.0
TEMP015160,22.0,17.0
TEMP015161,21.0,20.0
TEMP015162,18.0,28.0
TEMP015163,20.0,22.0
TEMP015164,19.0,25.0
TEMP015165,20.0,22.0
TEMP015166,20.0,22.0
TEMP015167,21.0,19.0
TEMP015168,24.0,14.0
TEMP015169,23.0,16.0
TEMP015170,22.0,17.0
TEMP015171,22.0,18.0
TEMP015172,18.0,27.0
TEMP015173,22.0,18.0
TEMP015174,22.0,17.0
TEMP015175,21.0,20.0
TEMP015176,21.0,20.0
TEMP015177,20.0,23.0
TEMP015178,22.0,18.0
TEMP015179,21.0,20.0
TEMP015180,21.0,19.0
TEMP015181,20.0,23.0
TEMP015182,22.0,17.0
TEMP015183,18.0,27.0
TEMP015184,21.0,19.0
TEMP015185,24.0,13.0
TEMP015186,20.0,23.0
TEMP015187,22.0,17.0
TEMP015188,21.0,20.0
TEMP015189,24.0,14.0
TEMP015190,21.0,20.0
TEMP015191,21.0,21.0
TEMP015192,19.0,25.0
TEMP015193,19.0,24.0
TEMP015194,24.0,13.0
TEMP015195,22.0,18.0
TEMP015196,22.0,18.0
TEMP015197,25.0,11.0
TEMP015198,23.0,16.0
TEMP015199,22.0,17.0
TEMP015200,19.0,25.0
TEMP015201,19.0,25.0
TEMP015202,19.0,24.0
TEMP015203,22.0,18.0
TEMP015204,21.0,19.0
TEMP015205,22.0,17.0
TEMP015206,22.0,18.0
TEMP015207,22.0,18.0
TEMP015208,21.0,20.0
TEMP015209,22.0,18.0
TEMP015210,21.0,20.0
TEMP015211,19.0,24.0
TEMP015212,22.0,17.0
TEMP015213,21.0,19.0
TEMP015214,22.0,17.0
TEMP015215,19.0,24.0
TEMP015216,19.0,24.0
TEMP015217,20.0,23.0
TEMP015218,22.0,18.0
TEMP015219,23.0,15.0
TEMP015220,19.0,25.0
TEMP015221,21.0,19.0
TEMP015222,22.0,18.0
TEMP015223,21.0,20.0
TEMP015224,22.0,17.0
TEMP015225,21.0,19.0
TEMP015226,19.0,24.0
TEMP015227,21.0,19.0
TEMP015228,20.0,23.0
TEMP015229,19.0,24.0
TEMP015230,21.0,19.0
TEMP015231,21.0,20.0
TEMP015232,19.0,24.0
TEMP015233,21.0,20.0
TEMP015234,23.0,16.0
TEMP015235,19.0,24.0
TEMP015236,19.0,25.0
TEMP015237,20.0,22.0
TEMP015238,20.0,22.0
TEMP015239,20.0,23.0
TEMP015240,21.0,21.0
TEMP015241,297.0,307.0
TEMP015242,21.0,21.0
TEMP015243,20.0,22.0
TEMP015244,20.0,22.0
TEMP015245,21.0,20.0
TEMP015246,20.0,22.0
TEMP015247,20.0,22.0
TEMP015248,21.0,20.0
TEMP015249,21.0,21.0
TEMP015250,21.0,20.0
TEMP015251,18.0,27.0
TEMP015252,21.0,20.0
TEMP015253,23.0,15.0
TEMP015254,23.0,15.0
TEMP015255,20.0,23.0
TEMP015256,23.0,15.0
TEMP015257,20.0,22.0
TEMP015258,21.0,20.0
TEMP015259,19.0,25.0
TEMP015260,20.0,22.0
TEMP015261,20.0,22.0
TEMP015262,19.0,24.0
TEMP015263,22.0,18.0
TEMP015264,21.0,20.0
TEMP015265,22.0,17.0
TEMP015266,21.0,21.0
TEMP015267,19.0,25.0
TEMP015268,23.0,15.0
TEMP015269,19.0,24.0
TEMP015270,18.0,27.0
TEMP015271,21.0,21.0
TEMP015272,21.0,21.0
TEMP015273,22.0,17.0
TEMP015274,21.0,20.0
TEMP015275,22.0,18.0
TEMP015276,21.0,20.0
TEMP015277,23.0,15.0
TEMP015278,19.0,24.0
TEMP015279,20.0,23.0
TEMP015280,19.0,25.0
TEMP015281,20.0,23.0
TEMP015282,20.0,23.0
TEMP015283,23.0,16.0
TEMP015284,18.0,27.0
TEMP015285,21.0,20.0
TEMP015286,22.0,18.0
TEMP015287,21.0,19.0
TEMP015288,20.0,23.0
TEMP015289,21.0,21.0
TEMP015290,22.0,18.0
TEMP015291,20.0,22.0
TEMP015292,20.0,22.0
TEMP015293,22.0,18.0
TEMP015294,21.0,20.0
TEMP015295,21.0,20.0
TEMP015296,20.0,22.0
TEMP015297,22.0,18.0
TEMP015298,19.0,25.0
TEMP015299,22.0,17.0
TEMP015300,20.0,22.0
TEMP015301,22.0,17.0
TEMP015302,21.0,19.0
TEMP015303,22.0,18.0
TEMP015304,20.0,22.0
TEMP015305,21.0,19.0
TEMP015306,23.0,15.0
TEMP015307,22.0,18.0
TEMP015308,19.0,24.0
TEMP015309,24.0,14.0
TEMP015310,22.0,17.0
TEMP015311,20.0,22.0
TEMP015312,21.0,21.0
TEMP015313,18.0,27.0
TEMP015314,21.0,21.0
TEMP015315,20.0,22.0
TEMP015316,20.0,23.0
TEMP015317,20.0,22.0
TEMP015318,22.0,18.0
TEMP015319,19.0,24.0
TEMP015320,20.0,22.0
TEMP015321,21.0,19.0
TEMP015322,21.0,20.0
TEMP015323,23.0,15.0
TEMP015324,19.0,25.0
TEMP015325,23.0,16.0
TEMP015326,21.0,19.0
TEMP015327,22.0,18.0
TEMP015328,23.0,16.0
TEMP015329,20.0,22.0
TEMP015330,20.0,22.0
TEMP015331,21.0,20.0
TEMP015332,21.0,20.0
TEMP015333,23.0,16.0
TEMP015334,21.0,19.0
TEMP015335,20.0,23.0
TEMP015336,22.0,17.0
TEMP015337,19.0,24.0
TEMP015338,21.0,20.0
TEMP015339,20.0,22.0
TEMP015340,22.0,18.0
TEMP015341,21.0,20.0
TEMP015342,24.0,14.0
TEMP015343,19.0,18.0
TEMP015344,17.0,30.0
TEMP015345,22.0,18.0
TEMP015346,22.0,17.0
TEMP015347,21.0,19.0
TEMP015348,24.0,14.0
TEMP015349,22.0,18.0
TEMP015350,21.0,20.0
TEMP015351,21.0,20.0
TEMP015352,23.0,16.0
TEMP015353,22.0,18.0
TEMP015354,20.0,22.0
TEMP015355,23.0,15.0
TEMP015356,22.0,18.0
TEMP015357,20.0,23.0
TEMP015358,22.0,18.0
TEMP015359,22.0,18.0
TEMP015360,21.0,21.0
TEMP015361,23.0,16.0
TEMP015362,18.0,27.0
TEMP015363,22.0,18.0
TEMP015364,21.0,21.0
TEMP015365,20.0,22.0
TEMP015366,19.0,25.0
TEMP015367,19.0,24.0
TEMP015368,21.0,19.0
TEMP015369,20.0,22.0
TEMP015370,21.0,21.0
TEMP015371,20.0,22.0
TEMP015372,19.0,25.0
TEMP015373,21.0,20.0
TEMP015374,20.0,23.0
TEMP015375,21.0,20.0
TEMP015376,20.0,22.0
TEMP015377,20.0,22.0
TEMP015378,21.0,20.0
TEMP015379,21.0,21.0
TEMP015380,19.0,25.0
TEMP015381,20.0,23.0
TEMP015382,20.0,23.0
TEMP015383,21.0,20.0
TEMP015384,20.0,23.0
TEMP015385,20.0,23.0
TEMP015386,22.0,18.0
TEMP015387,24.0,13.0
TEMP015388,20.0,23.0
TEMP015389,20.0,22.0
TEMP015390,22.0,18.0
TEMP015391,20.0,23.0
TEMP015392,23.0,15.0
TEMP015393,22.0,18.0
TEMP015394,19.0,24.0
TEMP015395,22.0,18.0
TEMP015396,19.0,25.0
TEMP015397,21.0,20.0
TEMP015398,20.0,22.0
TEMP015399,21.0,20.0
TEMP015400,20.0,22.0
TEMP015401,22.0,18.0
TEMP015402,21.0,21.0
TEMP015403,20.0,22.0
TEMP015404,21.0,21.0
TEMP015405,22.0,17.0
TEMP015406,22.0,17.0
TEMP015407,21.0,20.0
TEMP015408,19.0,24.0
TEMP015409,19.0,24.0
TEMP015410,21.0,19.0
TEMP015411,20.0,23.0
TEMP015412,22.0,18.0
TEMP015413,19.0,25.0
TEMP015414,19.0,24.0
TEMP015415,21.0,19.0
TEMP015416,20.0,22.0
TEMP015417,20.0,22.0
TEMP015418,22.0,18.0
TEMP015419,22.0,18.0
TEMP015420,21.0,20.0
TEMP015421,20.0,23.0
TEMP015422,21.0,19.0
TEMP015423,22.0,18.0
TEMP015424,20.0,23.0
TEMP015425,21.0,19.0
TEMP015426,22.0,18.0
TEMP015427,21.0,21.0
TEMP015428,20.0,22.0
TEMP015429,21.0,20.0
TEMP015430,22.0,18.0
TEMP015431,20.0,22.0
TEMP015432,20.0,23.0
TEMP015433,21.0,19.0
TEMP015434,22.0,17.0
TEMP015435,18.0,27.0
TEMP015436,20.0,23.0
TEMP015437,19.0,25.0
TEMP015438,20.0,22.0
TEMP015439,20.0,22.0
TEMP015440,20.0,23.0
TEMP015441,22.0,18.0
TEMP015442,21.0,20.0
TEMP015443,24.0,13.0
TEMP015444,20.0,22.0
TEMP015445,19.0,25.0
TEMP015446,20.0,22.0
TEMP015447,18.0,26.0
TEMP015448,22.0,18.0
TEMP015449,20.0,23.0
TEMP015450,18.0,27.0
TEMP015451,20.0,22.0
TEMP015452,20.0,23.0
TEMP015453,21.0,19.0
TEMP015454,21.0,20.0
TEMP015455,18.0,28.0
TEMP015456,19.0,24.0
TEMP015457,19.0,24.0
TEMP015458,23.0,16.0
TEMP015459,21.0,20.0
TEMP015460,24.0,13.0
TEMP015461,21.0,20.0
TEMP015462,20.0,22.0
TEMP015463,20.0,22.0
TEMP015464,21.0,20.0
TEMP015465,20.0,23.0
TEMP015466,23.0,15.0
TEMP015467,20.0,22.0
TEMP015468,24.0,14.0
TEMP015469,19.0,25.0
TEMP015470,26.0,9.0
TEMP015471,21.0,19.0
TEMP015472,23.0,16.0
TEMP015473,23.0,15.0
TEMP015474,17.0,29.0
TEMP015475,22.0,17.0
TEMP015476,20.0,23.0
TEMP015477,21.0,20.0
TEMP015478,21.0,20.0
TEMP015479,18.0,27.0
TEMP015480,25.0,11.0
TEMP015481,20.0,23.0
TEMP015482,20.0,22.0
TEMP015483,19.0,24.0
TEMP015484,20.0,22.0
TEMP015485,22.0,17.0
TEMP015486,18.0,27.0
TEMP015487,20.0,23.0
TEMP015488,21.0,20.0
TEMP015489,17.0,29.0
TEMP015490,21.0,20.0
TEMP015491,20.0,22.0
TEMP015492,24.0,14.0
TEMP015493,20.0,22.0
TEMP015494,19.0,25.0
TEMP015495,19.0,24.0
TEMP015496,19.0,24.0
TEMP015497,24.0,13.0
TEMP015498,22.0,17.0
TEMP015499,23.0,15.0
TEMP015500,18.0,27.0
TEMP015501,18.0,27.0
TEMP015502,26.0,8.0
TEMP015503,18.0,27.0
TEMP015504,22.0,17.0
TEMP015505,17.0,29.0
TEMP015506,20.0,22.0
TEMP015507,21.0,20.0
TEMP015508,19.0,24.0
TEMP015509,22.0,17.0
TEMP015510,22.0,17.0
TEMP015511,23.0,15.0
TEMP015512,20.0,22.0
TEMP015513,22.0,18.0
TEMP015514,18.0,27.0
TEMP015515,21.0,20.0
TEMP015516,19.0,24.0
TEMP015517,20.0,23.0
TEMP015518,18.0,28.0
TEMP015519,21.0,20.0
TEMP015520,23.0,16.0
TEMP015521,21.0,20.0
TEMP015522,22.0,18.0
TEMP015523,19.0,25.0
TEMP015524,22.0,18.0
TEMP015525,20.0,22.0
TEMP015526,17.0,29.0
TEMP015527,21.0,20.0
TEMP015528,17.0,29.0
TEMP015529,22.0,18.0
TEMP015530,22.0,18.0
TEMP015531,20.0,22.0
TEMP015532,21.0,20.0
TEMP015533,23.0,15.0
TEMP015534,23.0,15.0
TEMP015535,20.0,22.0
TEMP015536,19.0,25.0
